레시피 제목,요리명,요리재료,레시피내용
딸기 퐁듀 (딸기 주스와 딸기 초코),딸기퐁듀, 딸 화이트초콜 딸기맛초콜,"['딸기 주스 믹서에 딸기와 물을 약간 넣고 갈아주었습니다. 가볍게 먹고 월요일을 맞이 합니다', '딸기초코 딸기맛 초콜릿과 화이트 초콜릿 준비했습니다. 딸기를 씻어 물기를 완전히 제거한 후에 딸기맛 초콜릿에 담갔다 굳혀주고 → 굳은 후에 다시 화이트 초콜릿에 담갔다 꺼내주었습니다. → 화이트 초콜릿을 짤주머니에 넣고 지그재그로 짜서 모양을 내주었습니다. .', '달콤한 과즙의 딸기와 바삭하게 입안에서 부서지는 초콜릿~ 초콜릿의 효능 초콜릿은 정신을 안정시키고 중추신경 자극물질의 일종인 페닐에틸아민이 함유되어 있어 우울증에 좋으며 초콜릿의 당분은 뇌에 도달해 뇌의 움직임을 활발하게 하여 지친 피로회복에 좋습니다. 한 조각의 초콜릿으로 일주일의 시작을 활기차게!']"
맛있는 함박스테이크 만드는법,함박스테이크, 소고기 양파 계란 다진마늘 소금 후추 빵가루 맛술 우유 버터 양파 돈까스소스 케찹 굴소스 꿀 물,"['먼저 다진소고기에 마늘 소금 후추를맛술을 넣어서꼭꼭 눌러가면서 찰기있게 버무려주었어요~', '양파는 스무디차퍼에 슝슝 갈아주고기름둘러 달군팬에 살짝 볶아주후 식혀주고~', '1차 양념해놓은 소고기에 빵가루 양파볶은것 계란을 넣어서끈기있게 잘 치대어 주고적당하게 둥그렇게 함박스테이크 패티를 만들어 주어요~', '패티는 랩으로 잘 싸서 냉동실에 넣었어요~', '양파와 버터를 넣고 중약불에서 달달 볶아주다가돈까스소스 케찹 굴소스 꿀을 넣어서 볶다가 분량의 물을 넣어서 바글바글 끓여주고 간을 보아서 부족한듯 싶으면 취향껏 더 추가해도 좋을거같아요.', '준비해놓은 함박스테이크 패티를 꺼내어 기름둘러 달군팬에 패티를 올리고 중약불로 뚜껑을 덮어서두툼한 패티속까지 익게 해주고 앞뒤로 노릇하게 구워주면 완성~']"
식빵 그라탕 만들기,식빵그라탕, 식빵 양파 당근 꽈리고추 옥수수 닭가슴살 계란 우유 치 식물성오일 소 후,0
소고기요리계의 된장녀 '소고기 등심 찹스테이크',소고기등심찹스테이크, 소고기등 양 파프리 양송이버 고추 돈까스소스 케찹 우스타소스 간장 요리당 다진마늘,"['우선 소고기를 먹기 좋은 크기로 잘라주세요~ 그리고 소금과 후추로 밑간을 해놓으세요~', '소고기와 볶아줄 야채들도 먹기 좋은 크기로 손질해주세요~야채는 집에 있는 재료로, 또는 취향껏 준비해주시면 돼요.', '분량의 재료를 섞어 양념장을 준비해 주시면 돼요~돈까스소스는 일본식 돈까스 소스를 사용했구요.좀 더 고기의 맛을 즐기고 싶다면돈까스와 케찹의 양을 조금 줄여주세요~', '밑간한 고기를 앞 뒷면만 살짝 익을 정도로 빠르게 볶아 주세요.소고기는 적당히 익었을 때 제일 맛있기 때문에너무 많이 익지 않도록 볶는 과정을 빠르게 진행해 주셔야 해요~', '고기가 살짝 익으면 양파와 파프리카, 고추등을 넣어서 빠르게 익혀주고,양송이 버섯을 마지막에 넣고 숨만 살짝 죽을 정도로 빠르게 휘리릭 볶아주세요~', '야채들이 살짝 숨이 죽으면 미리 준비해둔 소스를 붓고 또 다시 빠르게 볶아 주세요~ 양념이 야채에 잘 배일 정도로만빠르게 볶아주면 맛있는 소고기 등심 찹스테이크 완성~!']"
연어스테이크 만들기,연어스테이크, 연어S 양파 데친브로콜리 간장 맛술 돈까스소스 굴소스 꿀 물,0
29개월아기반찬 - 야채달걀스크램블,야채달걀스크램블, 쇠고 양송 브로콜 양 달 우유 참기름,0
프리타타 후라이팬으로 만들기~ ,프리타타, 달걀 우유 감자(소) 베이컨 브로콜리 양송이버섯 양파 햄 체다치즈 올리브유 소금,0
소시지 오믈렛 브런치,소시지오믈렛, 후랑크소시지 감자 달걀 생크림 양송이버섯 양파 파프리카 치즈 허브소금 소금 식용유,"['준비된 채소는 잘게 다져 주세요.', '달걀과 생크림, 소금 약간을 넣고 거품기로 잘 섞어 주세요.', '준비된 채소는 식용유를 두른 팬에서 볶은 후 다른 접시에 옮겨 주세요.', '팬을 살짝 닦은 후 식용유를 넣고 풀어 논 달걀을 넣고 나무젓가락으로 휘저으며 약불에서 익혀 주세요. 꼭~ 약불에서 익혀야 타지 않고 부드러우면서 폭신한 오믈렛을 만드실 수 있습니다.', '가운데에 볶은 야채와 치즈를 넣고 럭비공 모양으로 접어 주세요.', '후랑크 소시지는 칼집을 낸 후, 달군 팬에 식용유를 둘러 굴려 가면서 노릇노릇하게 구워 주세요.', '감자는 껍질째 씻어 웨지감자 모양으로 썰어 주세요. 기름에 표면이 노릇노릇하게 될 때까지 튀겨 주세요. 튀긴 후 키친타월에서 기름을 제거한 후 허브소금을 뿌려 주세요.', '접시에 오믈렛, 구운 소시지, 웨지감자를 올려 주세요.']"
참치김치볶음밥부리또 만들기,참치김치볶음밥브리또, 흑미밥 또띠아 스위트콘 올리브유참치 김치 치커리 들기름 소금 후추 마요네즈 허니머스타드,"['마른팬에 또띠아를 앞뒤로 구워 주세요.', '들기름을 넣어 잘게 썬 김치를 볶아 주세요.', '기름을 제거한 참치와 스위트콘을 넣어 볶아 주세요.', '마요네즈 1큰술을 넣어 주시고 소금, 후추로 간을 해 주세요.', '흑미밥을 넣어 볶아 주세요.', '또띠아 위에 허니머스타드를 바른 후, 치커리와 볶음밥을 올려 주세요.', '위쪽을 덮은 후에 양쪽을 접어 돌돌 말아 주시면 완성!']"
감자소스 그라탕 만들기,감자그라탕, 청고추 홍고 양 새송이버 동그랑 감자 우유 치즈 토마토소스(케찹 소금 후추,"['삶은 감자 2개에 우유는 200ml 정도 넣고 소금과 후추 약간을 넣어 갈아 주세요. 이걸 화이트소스 대용으로 사용할 거에요~', '재료를 먹기좋은 크기로 잘라 주세요.', '동그랑땡을 먼저 볶아 줘요. 고기나 해물로 대체해서 볶아 줘도 좋아요~', '동그랑땡이 익으면 버섯과 양파를 넣고 볶아 주고,마지막으로 청고추와 홍고추를 넣어 주세요.', '간은 시판 토마토 소스로 해주면 됩니다. 토마토 케첩도 괜찮아요. 혹시 둘다 없으시면 소금과 후추로 하셔도 돼요~', '볶은 재료들을 오븐팬에 담고 감자소스를 골고루 부어 줍니다.', '치즈를 뿌려준 후 200도로 예열된 오븐에서 10분정도 구워 주세요.오븐']"
한국식 코코뱅~닭레드와인조림,코코뱅, 닭가슴살 양송이 청양고추 통마늘 양파 와빠양 진간장 소금 설탕 후추 꿀 올리브유,"['먼저 닭가슴살은 소금 후추 올리브 오일을 약간 넣고 마리네이드 해 주세요 ~!밀가루 3큰술 넣고 겉면을 묻혀 주세요 ~!', '양송이는 4등분.. 통마늘은 편으로 ~ 청양고추는 어슷~ 양파는 양송이와 비슷한 크기로 썰어 주세요 ~!', '풍미를 위해 약간의 버터를 넣고 버터가 녹으면 닭가슴살을 넣고 ~~ 겉면을 노릇하게 익혀 주세요 ~!', '그 사이 ~~ 옆에서는 와인을 살짝 끓여 주세요 ~! 분량의 간장, 설탕을 넣고요 ~~', '닭가슴살 30% 익힌 상태에서 청양고추 양파 넣고 ~~ 볶다가 ~~ 양송이 넣고 옆에서 끓이고 있는 와빠양을 부어 주세요 ~!', '약간의 소금간... 자신 없으시면... 맨 마지막에 간 보시고 하세요 ~!', '꿀 로 윤기 ~~', '소스 맛이 좋아서 너무 많이 졸이는 것보다는 약간 소스가 익게 해서 찍어 드시면 넘넘 맛나요 ^^']"
맘에 쏙 들었어! 버터소스를 얹은 안심스테이크  ,안심스테이크, 안심 소금 후춧가루 올리브오일 버터 가지 토마토 양파 페페론치노 올리브오일 레드와인 발사믹식초 토마토소스 물 치킨스톡 비정제황설탕 무염버터 그린올리브 블랙올리브 건크랜베리 케이퍼 건조바질 오레가노 건조파슬리 소금 후춧가루 대추토마토 브로콜리 포도씨유,0
소시지 프리타타,소시지프리타타, 달걀 우유 소시지 베이컨 양파 빵 올리브 체다치즈 소금,"['소시지 프리타타에서 가장 중요한 것은 바로 달걀입니다. 달걀 5개와 빵, 양파, 베이컨, 올리브, 체다치즈, 소시지를 준비해 주세요. 사진에는 없는데 우유 1컵도 준비해 주세요. 빵 대신 감자를 살짝 삶아서 넣으셔도 되구요.. 올리브가 대신 데친 브로콜리나 시금치 등을 넣으시면 더 좋습니다. 전 집에 올리브가 많아서 초록색 야채 대신 사용했습니다.', '후랑크 소시지는 칼집을 넣어 주시고 베이컨은 2cm 크기로 잘라 주세요.', '양파는 잘게 다져 주시고 빵도 2cm 크기로 잘라 주세요. 먹다가 냉동실에 넣어 둔 빵이 있으면 이럴 때 사용하시면 딱 좋습니다. 빵을 2개 넣으려고 잘랐는데.. 팬에 넘치더라고요. 그래서 1개만 넣어 주었습니다. 식빵은 2개 정도 넣으시면 될 것 같습니다.', '달군 팬에 베이컨을 볶다가 다진 양파를 함께 넣고 노릇노릇하게 볶아 주세요.', '후라이팬을 키친타월 등으로 한 번 닦은 후 식용유를 넣고 후랑크 소시지를 구워 주세요.', '달걀에 우유와 소금 약간을 넣고 잘 섞어 주세요.', '후라이팬에 볶은 양파, 베이컨, 소시지, 빵, 달걀물을 넣고 올리브도 올려 주세요.', '체다치즈 간 것도 올려 주세요. 피자에 뿌려 드시는 초록색 체다치즈보다는 마트에서 덩어리로 된 치즈로 구매해서 강판에 갈아 사용하는 것이 훨씬 더 맛있습니다. 이유는 피자에 뿌려 드시는 체다치즈는 100% 치즈가 아니기 때문입니다.^^', '소시지 프리타타는 오븐에서 구우면 표면이 노릇노릇하게 되어 예쁘게 구워지지만 후라이팬에 구워도 맛에는 크게 차이가 없습니다. 약불에서 뚜껑을 닫고 달걀물이 익을 때까지 구워 주세요. 좀 시간이 걸립니다.ㅋㅋ 뚜껑이 없으시면 쿠킹호일을 덮으시면 됩니다.오븐', '달걀와 우유가 빵에 잘 스며들어 빵의 형체는 찾아보기도 힘든 .... 푸딩처럼 보들보들한 식감의 오믈렛이 완성이 되었답니다. 후라이팬으로도 아주 근사한 소시지 프리타타가 완성이 된답니다.^^']"
베이컨허브감자,감자, 감자大 양파 마늘 베이컨 바질가루 소금,"['먼저.. 감자는 껍질을 벗긴후 작게 깍뚝썰기한후 찬물에 담구어 전분기를 제거해주세요~', '베이컨은 팬에 올려 앞뒤로 노릇노릇하게 구워주세요~', '종이타올에 올려 기름기를 빼주고.. 가위로 작게 썰어둡니다~~', '양파도 감자 크기랑 비슷하게 썰어주고.. 마늘은 편으로 슬라이스 해줍니다~', '아까.. 베이컨을 볶은후 나온 기름에 감자랑 마늘을 넣고 볶아주었어요~~ 이때.. 소금으로 간을해줍니다~', '감자가 잘 익었으면 양파도 넣고 볶아주세요~', '재료가 모두 잘 볶아졌으면 허브가루를 넣어주세요~', '그리고 불을끈후 구워놓은 베이컨을 넣고 모든 재료가 잘 어우러지도록 섞어주면 완성이에요~~']"
|바베큐립| 양손으로 뜯어볼까나?/오븐요리/돼지고기요리...,바베큐립, 돼지고기 삶을 양파1 청 통후 정 생로즈마 월계수잎 립 시판 우스터소스 케찹 핫소스 미림 올리고당 설탕 후춧가루 마늘가루,0
건과일 송아지 립스테이크,립스테이크, 립스테이크 올리브오일 쥬키니호박 가지 방울토마토 립스테이크 올리브오일 허브솔 로즈마리 시판 레드와인 생크림 건블루베리 건포도 건크랜베리 머스타드소스,"['립스테이크는 올리브오일4큰술, 허브솔트, 로즈마리로 미리 밑간을 해주세요. 밑간한 립스테이크를 랩으로 싸서 냉장실에 넣어두시면 되는데, 고기가 두꺼워 저는 1시간정도 그대로 두었었어요.', '밑간해둔 립스테이크는 달구어진 팬에 올리브오일 2큰술을 둘러준뒤 구워주세요.', '그릴에다 앞뒤로 구워주었어요.', '립스테이크용 송아지고기가 맛있게 구워질동안 길쭉이호박과 가지는 요렇게 또 다른 그릴위에 올리고 소금을 조금 뿌려주면서 구워주세요.', '레드와인을 소스팬에 넣고 중불로 저어가면서 졸여주는데 양이 반으로 졸아들면 시판용 데미글라스소스, 생크림, 건과일을 넣고 끓여주세요. 마지막에 머스타드소스를 넣고 한소끔 더 끓여주면 소스 완성', '접시에 담아주면 됩니다']"
초간단 등심요리 만드는법,등심, 한우등심 스테이크소 와 양 파프리 양송이버 통마늘 후추 올리브유,0
산적그라탕 만들기 ,산적그라탕, 추석산 동그랑땡남은 마요네 피자치 양 당 양송이버섯 간장 매실액 올리고당 후추,"['그라탕 재료, 야채 손질하기 산적은 꽂이를 제거하고 동그랑땡과 함께 송송~ 채썰어 놓고 당근과 양파를 채썰어 준비했어요 사진엔 없지만 양송이버섯도 얇게 통썰기를 하여 야채재료를 손질 해 놓았어요 산적에 야채가 들어있으니 이정도면 충분한 것 같아요', '야채재료 소스에 조려내기 산적 그라탕 만들기에서 빠질수 없는 야채소스는, 오븐용기에 바로 올려도 괜찮지만 소스를 조려내면 더욱 맛이 있어요 양파와 당근, 양송이버섯 + 간장 3~4큰술, 매실액 2스푼, 올리고당 1큰술, 후추를 넣고 자작하게 한소금 조려냈네요', '용기에 밥 + 야채재료 + 추석음식 담기 그라탕을 만들기위해 락앤락 오븐용기에 맨 하단에 밥을 1/3정도 담고, 준비한 야채소스 > 추석 남은 음식 순서로 담았어요', '마요네즈를 뿌리고 그 위에 피자치즈 올리기~', '전자레인지에 2 분 30 초~ 3 분정도 익히기전자레인지']"
