레시피 제목,요리명,요리재료,레시피내용
담백하게 즐기는 두부버섯샐러드 ,두부버섯샐러드, 두부(400g) 애느타리버섯(약 소금 설탕 식초 간장 다진 송송 통깨 참기름 후춧가루,"['먼저 두부 1모는 길쭉하게 모양을 내서 썰어주고, 물기를 톡톡 키친타월로 닦아준비합니다. 두부를 버섯과 같이 곁들여서 사용하려면 아무래도 모양이 이렇게 길쭉한 것이 나을것 같아서 이렇게 잘라 보았어요.', '애느타리버섯은 가닥가닥 손으로 먹기 좋게 찢어서 준비해주세요.', '잘 달군 팬에 기름을 두르고, 잘라 놓은 두부를 넣고 사방으로 노릇하게 부쳐주고, 약간의 소금을 솔솔 뿌려서 밑간을 해줍니다. 소금으로 미리 적당히 간을 해야 나중에 드레싱을 뿌려도 간이 딱 맞아 떨어져요. 살짝만 간이 슴슴하게 되게 소금을 골고루 뿌려서 부쳐주세요. 두부 모양도 흐트러지지 않게 조심조심. 부친 두부는 따로 그릇에 담아 한쪽에 준비해두세요.', '다시 그 팬에 애느타리버섯을 골고루 펴서 넣고 노릇하게 구워줍니다. 이때도 역시 허브맛소금 내지는 약간의 소금을 넣고 구워 주세요. 슴슴하게~~', '두부와 버섯을 익히는 동안 같이 곁들일 소스를 만들어 주세요. 먼저 설탕과 식초를 넣고 설탕이 다 완전히 녹을 때까지 저어주다가, 나머지 양념 재료들을 넣고 섞어주기만 하면 양념장 완성. 고춧가루나 연겨자 등의 추가 재료들을 더 넣어도 되지만, 일단 가장 기본이 되는 양념으로 만들어 보았어요.', '완성 접시에 부쳐 놓은 두부를 아래에 깔고, 그 위에 버섯 구운 것을 올려서 먹기 직전에 만들어 놓은 양념장을 뿌려서 먹으면 완성! 시각적으로 예쁘게 보이려고 버섯을 약간 옆으로 틀었어요. 양념장은 다 넣어도 좋고, 그리고 적당히 뿌려도 좋아요.']"
고구마옥수수샐러드,고구마옥수수샐러드, 고구마 방울토마토 빨강 파란 옥수수 파슬리가루 마요네즈 레몬즙,0
색다른 리옹식 감자샐러드 ,감자샐러드, 감자(中크기) 프랑크소시지 푸른잎 드레싱 홀그레인 다진마늘 올리브유 레몬즙 파슬리가루 후추 소금,"['감자는 껍질째 깨끗이 씻어서 1cm의 정사각형으로 썰어 준비해두고, 프랑크 소시지도 동글동글 썰어서 준비한뒤에 끓는 물에 소금을 약간넣고 감자를 데치고, 소시지를 데쳐 물기를 빼주세요. 찬물에 행구지 마세요. warm 샐럿이니까.', '분량의 드레싱 재료를 섞어주세요. 다진 마늘대신 다진 양파를 넣어도 좋아요. 발사믹 식초 좋아하신다고 넣으면 감자의 맛과 잘 어울리지 않아요. 드레싱은 만들어두고 냉장고에 넣었다가 다른 야채샐럿 만들때 넣어도 좋아요.', '볼에 푸른잎 채소(전 로메인과 치커리를 이용했어요) 와 감자, 소시지를 넣고 드레싱을 넣어준후에', '감자가 으깨지지 않도록 젓가락으로 살살 버무려 주면 완성입니다. 재료도 간단하고 만드는 법도 간단한 무지 간단 아침상으로 좋은 샐러드입니다.']"
씨리얼 오믈렛 샐러드,씨리얼오믈렛샐러드, 계란 아몬드 샐러드채소 방울토마토 소금 크림치즈 레몬즙 올리브유 설탕 소금 후춧가루,"['오믈렛을 만들 계란과 씨리얼 그리고 샐러드채소와 크림치즈드레싱재료를 준비했어요. 샐러드채소는 얼음물에 담갔다가 야채스피너로 물기를 싹 제거해주면 좋아요.', '오늘 준비한 씨리얼은 그래놀라가 들어있는 씨리얼인데요. 그래놀라란 귀리, 통밀, 쌀처럼 건강에 좋은 곡물을 꿀이나 물엿으로 뭉쳐 바삭바삭하게 구운 거랍니다. 밥 대신 섬유질이 듬뿍 들어있는 건강한 곡물을 바삭하게 구워 만든거라 아침식사로 좋은 것같아요. 저는 오늘 오믈렛을 만들 때와 샐러드에 모두 다 넣어서 먹어보려구요.', '계란 3개를 풀어서 소금을 넣어 간을 하고 그래놀라가 들어있는 씨리얼을 넣어 잘 섞은 후 식용유를 살짝 두른 오믈렛팬에 씨리얼이 섞인 계란물을 부어 젓가락으로 휘저어가며 오믈렛을 만듭니다. 계란이 익어가면 가장자리부터 감싸서 안으로 모으고 뒤집어서 반대쪽도 약한 불에서 은근히 익혀주면 속까지 부드럽게 잘 익는답니다.', '크림치즈 드레싱재료 : 크림치즈 1큰술, 레몬즙 1/4컵, 올리브유 2큰술, 설탕 0.5큰술, 소금 0.1 작은술, 후춧가루 약간 준비해서 크림치즈의 덩어리가 레몬즙과 오일에 잘 녹도록 섞어줍니다.', '접시에 샐러드채소를 담고 오믈렛을 얹고나서 바삭한 그래놀라씨리얼을 뿌려줍니다. 먹기 직전에 크림치즈소스를 뿌려서 먹으면 되지요. 바삭바삭한 씨리얼과 함께 먹는 오믈렛샐러드. 크림치즈드레싱의 상큼한 맛과 잘 어울리네요.']"
우리 입맛에 잘 맞는 멕시칸 샐러드,멕시칸샐러드, 닭가슴살 토마토 양상 양 당 삶은 홍고추 사우전아일랜드 마요네 케 양겨,"['재료를 이렇게 준비했어요. 계란 흰자는 편으로 썰고, 노른자는 체에 내렸어요.', '엉터리 표절 사우전아일랜드 드레싱은 마요네즈에 케찹, 양겨자를 조금 넣고 휘휘.', '토마토는 얇게 썰어서 접시 가장자리에 둘렀구요. 양상치는 손으로 뜯고, 나머지 야채는 채를 썰고, 닭가슴살은 길쭉하게 찢어서 볼에서 잘 버무린 후, 가운데 담고 위에 계란노른자가루를 솔솔 뿌리고. 소스는 토마토를 따라 뿌려주었어요. 더 멋지게 뿌리려고 했는데, 짤주머니가 없어서 엉터리박사가 되었네여.', '이렇게 토마토 위에 얹어서 앙 먹으면 주금이예요. 진짜 맛있었어요.']"
그린 올리브 발사믹 드레싱을 곁들인 그릴드 커리 치킨구이 샐러드,커리치킨샐러드, 닭가슴살 청오이 빨강미니파프리카 주황미니파프리카 양상추(작은것) 방울토마토 고기밑간 커리가루 소금 올리브유 후춧가루 파슬리가루 그린 발사믹 로레토 소금 후춧가루 파슬리가루 씨겨자 사브로소 올리고당,"['먼저 닭가슴살은 커리가루와 파슬리, 후춧가루, 소금, 올리브유를 골고루 뿌려 1시간 정도 재워 둡니다. 그린 올리브는 잘게 다져서 준비 합니다.', '다진 그린올리브와 씨겨자, 발사믹식초, 올리브유등의 드레싱 재료를 잘 섞어 그린올리브 발사믹 드레싱을 만들어 둡니다. 샐러드용 채소는 흐르는 물에 씻어 먹기 좋은 크기로 손질해 줍니다', '닭가슴살이 다 재워지면 달군 그릴팬에 올리브유를 약간 두르고 닭가슴살을 앞뒤로 노릇하게 구워 줍니다. 샐러드 접시에 야채를 골고루 올리고 위에 구운 닭가슴살을 썰어 올려 줍니다.']"
코티지후레쉬치즈와 샐러드,치즈샐러드, 코티지 우유 소금 레몬즙 샐러드 상 로메인 올리브유 홀그레인 레몬즙 발사믹식초,0
감자 샐러드 크리스마스 트리,감자샐러드, 감자 삶은계란 사과 장식용 딸기or방울토마토(장식용) 브로콜리 소금 마요네즈 플레인요거트,0
애플캐비지 요구르트 샐러드,요구르트샐러드, 적양배추(보라색 사과 크랜베리 마요네즈 메이플시럽 소금 레몬즙 요구르트,0
집에서 쉽게 만드는 과일샐러드,과일샐러드, 사과 귤 양상추 플레인 식초 마요네즈 머스터드 소금 레몬즙,"['사과 1개는 깨끗이 씻은후 먹기좋게 송송 썰어주자. 껍질채로 그대로 먹을꺼니 깨끗이 씻어줘야 한다. 귤 역시 껍질을 제거한 후 송송 썰어주자.', '양상치는 한올한올 벗겨 흐르는 물에 충분히 씻어 물기 털어 준비한다.', '플레인요구르트와 레몬즙, 식초, 마요네즈, 머스터드 넣고 골고루 섞어준다. 마지막은 소금으로 살짝 간해준다.', '큰 볼 안에 썰어준 사과, 귤, 양상치 같이 담아주고 요구르트 드레싱 듬뿍 뿌려준다.']"
돼지안심구이와 참나물 샐러드,참나물샐러드, 돼지고기 참나물 포도씨유 파슬리가루 기꼬망 후춧가루 큐피화풍장유참깨드레,"['먼저 돼지안심은 약 0.7~1센티 정도로 두툼하게 썰어 용기에 담아 줍니다. 참깨 마리네이드소스를 안심에 부어 골고루 묻힌 다음 20분 정도 재워 줍니다.', '돼지안심이 다 재워지면 후춧가루와 파슬리가루를 뿌려 줍니다.', '팬을 달궈 포도씨유를 뿌리고 참깨 마리네이드소스에 재운 안심을 앞뒤로 노릇노릇 구워 줍니다. 참나물을 깨끗하게 씻어 물기를 제거하고 적당한 크기로 잘라 준비 합니다. 접시에 참나물을 듬뿍 깔고 가운데 안심구이를 올리면 완성.']"
하루사메 해초 샐러드 ,해초샐러드, 미쯔칸 모둠해초 청오이 토마토 칵테일새우 날치알 미쯔칸,"['먼저 염장된 해초는 찬물에 15~20분 정도 담궈 두었다가 짠맛을 빼 줍니다. 칵테일 새우를 끓는물에 살짝 데쳐서 준비 합니다. 끓는물에 하루사메를 넣고 약 7~8분 정도 삶아 줍니다.', '삶아진 하루사메는 찬물에 행궈 물기를 빼서 준비 합니다. 각종 채소는 먹기좋은 크기로 잘라 준비 합니다. 접시에 물기 뺀 하루사메와 해초등을 보기좋게 담고 위에 날치알을 소복히 올려 주면 완성.', '상큼함이 톡톡 하루사메 해초 샐러드 완성. 신선함이 한접시 가득. 알록달록 색도 참 이쁘죠?', '하루사메 해초 샐러드에 어울릴만한 드레싱은 뭐가 있을까 하다가 미쯔칸 유자폰즈소스를 곁들이기로 했어요. 요 유자폰즈소스는 아주 상큼하고 맛있어서 각종 튀김요리나 생선요리를 먹을때 찍어 먹거나 각종 드레싱으로 사용해도 손색이 없거든요. 드레싱용기에 담아 조금씩 뿌려 드셔도 되구요. 하루사메 샐러드에 직접 뿌려서 버무려 드셔도 좋답니다.', '여러가지 모둠해초와 꼬들꼬들 쫄깃한 하루사메, 아삭한 채소와 쫄깃한 새우 그리고 톡톡 터지는 날치알의 향연. 정말 이런 샐러드는 처음이예요. 지금까지 먹어왔던 샐러드와는 전혀 다른 차원의 맛이라고 할까요? 식감이 아주 다양하고 맛이 깔끔하고 상쾌해서 각종 파티에 손님접대용 샐러드로도 손색이 없을것 같구요. 또 크게 칼로리가 높은 재료가 없기 때문에 다이어트용 샐러드로도 그만. 또 입맛 없을때도 최고 맛있고 독특하고 칼로리도 낮은 아주 착한 샐러드예요. 왠지 한접시 먹고나면 건강해 질것만 같은 샐러드예요.']"
가볍고 상큼하게 즐기는 딸기샐러드,딸기샐러드, 딸기 양상추 채썬 치커리 옥수수콘 플레인 꿀 레몬즙,0
단호박 마카로니 샐러드,단호박마카로니샐러드, 단호박 마카로니 양파 오이 슬라이스햄 삶은계란 사과 마요네즈 머스터드 우유 소금 후추,0
아웃백에만 있나 후라이드치킨 샐러드,치킨샐러드, 닭안심살(150g) 샐러드 토마토 튀김재 계란 밀가루 빵가루 파슬리가루 식용유 닭살 소금 후추 우유 허니머스터드소스 마요네즈 식초 꿀,"['닭안심살은 소금과 후춧가루를 살짝 뿌려주고 우유를 넣어 밑간해둡니다. 샐러드야채는 찬 물에 잠시 담가놓고요. 토마토는 8등분해서 가운데 씨는 제거해놓아요.', '튀김의 공식. 밀 → 계 → 빵 이죠? 밑간한 닭안심살에서 물기를 제거하고 먼저 밀가루를 발라 톡톡 털어낸 후', '계란 1개를 풀어 계란물에 담갔다가', '파슬리가루를 약간 넣은 빵가루에 계란물을 묻힌 닭안심살을 꾹꾹 눌러가며 발라줍니다. 빵가루를 묻힌 후 잠시 두면 빵가루가 수분에 의해 촉촉해질거에요. 빵가루가 촉촉해지면 튀길 때 빵가루만 먼저 타지 않고 속까지 잘 익어서 좋아요.', '작은 후라이팬에 튀김재료가 반쯤 잠길 정도로 식용유를 붓고 기름의 온도를 올린 후 위아래 뒤집어가며 바삭하게 튀겨냅니다. 한번 쓴 기름은 빵가루가 많이 있어 걸러서 한번 더 쓰거나 그냥 버리는게 건강에 좋아요. 튀김류만큼은 무조건 집에서 해먹어야 합니다. 기름의 신선도 때문이지요.', '잠시 기름을 빼두었다가 먹기 직전에 한번 더 튀기면 더 바삭바삭하고요. 금방 먹을 거면 이대로 샐러드에 올려도 됩니다.', '찬물에 담가두었던 샐러드 야채 재료들은 야채탈수기에서 말끔히 수분을 제거한 다음', '접시에 골고루 담고 콩까세한 토마토도 올리고 튀겨낸 닭안심살을 올리면 되지요.', '바쁠 땐 시판용 허니머스터드소스를 그대로 뿌려도 좋지만 머스터드소스 3큰술 + 마요네즈 1큰술 + 식초 0.5큰술 + 꿀 1큰술을 만들어 올리면 더 맛있어요. 가슴살 보다 더 부드러운 안심살을 튀겨놓아서 그런지 입에서 살살 녹아요. 금방 튀겨낸 바삭한 안심살에.. 새콤달콤한 머스터드소스.싱싱한 야채와 함께 먹는 후라이드 치킨샐러드는 정말 강추하고 싶은 메뉴입니다.']"
스위티 고구마샐러드,고구마샐러드, 샐러드채소 스위티 당근고구마 마요네즈 파인애플 레몬즙 꿀 소금,0
지중해식 건강샐러드 토마토 브로콜리 샐러드,지중해샐러드, 토마토(400g) 양파 양배추(170g) 브로콜리(130g) 토마토와 올리브오일 소금 후춧가루 땅콩 올리브오일 레몬즙 꿀 우유,"['양배추는 채썰어서 찬 물에 담갔다가 물기를 빼놓고, 브로콜리는 살짝 익혀놓아요.', '양파와 토마토에 올리브오일 2큰술과 소금, 후춧가루를 넣어 밑간해주세요.', '바베큐 오븐에 올려 살짝 구워낼거에요. 약한 불 상태에서 양파와 토마토를 올리고 뚜껑을 닫아 익혀주세요.오븐이 없으시면 후라이팬에 구우셔도 됩니다. 양파는 투명해질 정도로 익혀야 달큰하니 맛있어요.오븐', '고소하고 새콤한 땅콩레몬드레싱을 만들거에요. 땅콩 다진 것 4큰술, 올리브오일 3큰술, 레몬즙 2큰술, 꿀 1큰술, 우유 2큰술위의 드레싱재료를 모두 넣어 잘 섞어줍니다.', '접시에 양배추 채 썬 것 깔고 구운 양파 올리고 익힌 브로콜리와 토마토를 올려줍니다. 드레싱재료와 함께 상에 올린 후 먹기 직전에 드레싱을 부어주면 되지요.']"
해파리 냉채,해파리냉채, 해파리 오이 맛살 배 해파리 마늘 식초 설탕 소금 냉채 마늘 식초 설탕 진간장 참기름 소금,"['염장 해파리는 여러번 헹궈 소금기를 걸러내고 찬 물에 담가 2~3시간 정도 짠기를 우려냅니다.', '찬 물에 담가둔 해파리를 건져 80도 정도 뜨거운 물을 끼얹은 후 조물조물 주물러서 헹궈줍니다.', '물기를 뺀 해파리에 밑간을 해주세요. 마늘 0.5 큰술 , 식초 2큰술, 설탕 2큰술 , 소금 0.5 작은술을 넣어 조물조물 무친 후 냉장실에서 반나절이나 하룻밤 정도 두면 해파리가 약간 투명해지면서 오돌오돌 해지고 밑간이 배어들어 더 맛있어집니다.', '오이는 4등분해서 돌려깍기한 후 곱게 채썰어줍니다.', '마늘 1큰술, 식초 3큰술, 설탕 2큰술, 진간장 0.5큰술, 참기름 1큰슬, 소금 0.5큰술을 잘 섞어 설탕이 다 녹도록 저어서 마늘소스를 만든 후 냉장고에서 차갑게 보관해놓아요. 미리 다져놓은 마늘이나 곱게 으깬 마늘 보다는 통마늘을 금방 칼로 잘게 썰어넣어야 톡~ 쏘는 마늘향이 강해서 더 맛있어요.', '맛살은 길쭉하게 찢어놓고 배도 같은 크기로 곱게 채썰어놓습니다. 접시에 배, 오이, 맛살을 동그랗게 둘러가며 순서대로 담아주세요.', '밑간해놓은 해파리를 꺼내 오이채 남은 것과 잘 버무립니다.', '오이와 배, 맛살을 둘러담은 가운데에 오이와 섞어서 무친 해파리를 담고 소스와 함께 상에 냅니다.', '먹기 직전에 마늘소스를 뿌려주고 바로 버무려서 드시면 되지요.']"
바나나 땅콩 샐러드,바나나땅콩샐러드, 바나나 방울토마토 파인애플 양상추 땅콩&피스타치오 땅콩잼 레몬즙 꿀 피스타치오,"['양상추는 찬 물에 씻어 물기를 빼놓고 견과류는 다져놓아요.', '과일은 한 입 크기로 썰어놓고 바나나는 드레싱을 모두 다 만들어놓고 접시에 담기 직전에 썰어야 변색되지 않아요.', '땅콩잼과 레몬즙을 잘 섞은 후 다진 피스타치오를 섞어 드레싱을 만들어요.', '썰어놓은 과일과 양상추를 접시에 올리고~', '땅콩은 잘게 다져 과일 위에 뿌려준 후', '드레싱과 함께 상에 올려 먹기 직전에 뿌려 먹으면 되지요.']"
