레시피 제목,요리명,요리재료,레시피내용
밥솥 매콤달콤 꽃게 카레 ,꽃게카레, 꽃게 감자 양파 베이비콘(생략가능) 물 달걀 고추장 케찹 굴소스 설탕 다진마늘 카레가루,"['먼저 야채를 먹기좋게 네모로 썰어서 밥솥 아래에 깔아주세요 *재료:감자2개, 양파1개, 베이비콘4개*베이비콘 생략하셔도 괜찮아요. 있으면 이국적인 느낌이 나요', '밥에 비벼먹을 카레를 만드는 것이 주된 목적이라 국물 내는 용으로 게를 반마리 썼어요. 반마리로도 맛이 진하게 우러나요 마디마다 잘라줘서 쉽게 살을 빼먹을 수 있게 했어요 꽃게 드시고 싶은만큼 넣으세요', '아채 위에 게를 올려주세요', '게가 반마리인 대신 삶은 달걀 2개를 넣어줬는데 달걀 대신에 게를 더 넣으셔도 돼요 *삶은 달걀 2개, 당근 1/2개는 생략해도 돼요.', '250ml에 해당되는 물 한 컵을 붓고 양념재료를 풀어주세요 *양념: 다진마늘 1.5T, 고추장1T, 케찹1T, 굴소스2T, 카레가루2T, 설탕1T(덜 달게 드시려면 설탕 생략가능)', '물에 풀어준 양념을 모두 재료 위에 부어주세요 한 컵 부어주면 재료의 표면 바로 아래에 물이 찰랑 거릴 정도가 돼요', '달걀 2개도 깨서 국물 위에 노란자를 풀어주세요', '만능찜 30분해주세요', '모두 익은 재료를 골고루 저어주시면 완성', '맛있게 드세요']"
유자청 소고기 안심스테이크만드는법,소고기안심스테이크, 고기 유자청 버터 소금 후추 데코용,"['스테이크 그냥 구워만 먹어도 맛나지만유자청 담가둔거 올려서 더욱 맛있고 향긋하게 먹을 수 있어요.', '우선 재료는 고기랑 유자청그리고 소금.후추', '고기를 기름 약간 두르시던지 버터를 1/2스푼 정도 넣고 구워 주세요.', '그리고 뒤집어 주시구요약불 말고 강불에서 빠르게 구워 내셔야 질기지 않아요.', '그리고 적당한 크기로 썰었어요.하나씩 유자랑 집어서 먹을 수 있도록요.그럼 완성']"
감자라면피자 편의점을 털어서 기발하게 ㄱㄱ ,감자라면피자, 스파게티 스파게티 감자과자 스트링치즈 식용유 파슬리,"['스파게티 라면은 뜨거운 물을 붓고 면을 익힌다.', '면이 익으면 물은 따라 버린다.', '팬에 기름을 두르고 익힌 면을 펼쳐 앞뒤로 굽는다.약불', '앞뒤로 골고루 익으면 스파게티 소스를 바른다.', '감자과자를 올린 후 치즈를 찢어 올린다.', '뚜껑을 닫고 치즈를 녹인 후 파슬리를 뿌려 완성한다.약불']"
감바스 알아히요♡,감바스알아히요, 새우 모둠해물 이태리파세리 바게트 올리브오일 감바스소스 마늘 다진마늘 통후추 페페로치노,"['새우와 모든 해물을 흐르는 찬물에 완전히 해동해 줍니다~!!심플쿡 감바스알아히요에는 새우만 있어요~ 양이 적을꺼 같아서 모든해물 조금 더 넣어줬답니다~ㅎㅎ ', '이태리파세리 5장은 잘게 썰어놔 줍니다~!!이태리파세리 5장. ', '바게트는 먹기 좋게 자른뒤,바게트 1개.', '에어프라이어에 넣고,바게트 1개.에어프라이어', '180도 5분정도 구워주면 바싹하니 맛있게 만들어져요~!!바게트 1개. 에어프라이 없을 경우엔 후라이펜에 기름 좀 두르고 살짝 구워주시면 맛있게 드실 수 있어요~', '후라이펜에 올리브오일 한봉을 넣고,올리브오일 한봉. ', '감바스 소스 한봉을 넣어주고,감바스 소스 한봉. ', '마늘 10개를 잘게 잘라서 넣어주고,마늘 10개. ', '다진 마늘 1큰술 넣어줍니다.다진 마늘 1큰술. ', '중불로 1분정도 마늘 익게 끓여줍니다~!!중불', '새우와 모든 해물을 넣어줍니다~!!새우 10마리, 모든해물 조금.', '통후추 조금 넣어주고,통후추 조금. ', '페페로치노 7개를 넣어줍니다~!페페로치노 7개. ', '간이 잘 베게 중불에 2분간 익혀주세요~!!중불.마늘은 안타게 잘 저어주세용~ ', '마지막 이태리파세리를 넣고 30초간 익히면 완성됩니다~!!이태리파세리 5장. ']"
닭 가슴살 에어프라이어로 또띠아 만들기 어렵지 안아요.,닭가슴살또띠아, 또띠아 파프리카 느타리버섯 양배추 피자치즈 또띠아 할라피뇨 살사소스 후춧가루,"['닭 가슴살은 파프리카 마리네이드 해둔 닭을 에어프라이로 20분 구웠어요.그리고 적당한 크기로 잘라줬어요.닭가슴살 마리네이드 하는방법@6905219 에어프라이어', '느타리버섯은 찢어주시고, 달군 프라이팬에 센 불로 볶아주세요.(소금, 후춧가루 적당히 뿌려주세요 )', '너무 많이 볶지 마세요. 치즈를 녹여야 돼서 불에 또 가열해야 되거든요.', '또띠아에요. 예전엔 구하기 어려웠지만, 요새는 작은 슈퍼에도 다 있더라고요.', '잘 찢어지니깐 조심해서 쫙 펴주시고요.', '타바스코에요.매운맛부터 종류가 아주 많아요.취양것 고르시면 되요.', '살사소스를 1수저 올려주세요 너무 밖으로 올리지 마시고요, 가운데 쪽으로 놔주세요.', '피자치즈는 개별포장으로 되어있는게,편해요. 한개 다 넣어줬어요.', '양배추, 피자치즈, 버섯, 할라피뇨, 닭 가슴살을 가지런히 놔주세요. 김밥처럼~', '이제 말아줄 차례예요. 이때가 제일 중요해요.1. 우선 살짝 끝을 잡아서 모아주세요.', '2. 밑에 부분을 그 위로 덮듯이 접어주세요.', '3. 그대로 쭉 밀듯이 말아주세요. 내용물이 많기 때문에 찢어질 수 있어요.그래도 놀라지 마세요. 한 장 더 겹치면 됩니다. 열을 가하면 둘이 잘 붙어요.', '밑에 부분이 풀어질 수 있으니깐 젓가락으로 옆으로 찔러서 고정시켜주세요.', '전 토스트기에 눌러줄 건데, 없으실 경우엔 그냥 프라이팬에 앞뒤로 구워주셔도 충분해요.', '치즈가 녹으면서 또띠아랑 같이 달라붙어요.', '닭 가슴살 또띠아 완성이에요.']"
이 비쥬얼 실화? 까르보나라순대 만들기♥,까르보나라순대, 순대 양파 팽이버섯 마늘 버터 생크림 소금 후추 간마늘 파마산 모짜렐라 계란 파슬리 베이비채소 페코리노,0
쌈무 비트와 섞어서 핑크빛으로~,쌈무, 무 비트 사과식초 설탕 생수(물) 소금,"['무 1/2크기 일반무의 절반을 쓰시면 되고요 채칼이나 칼로 얇게 슬라이드 해주세요', '비트 한개를 준비해주시고 껍질을 벗겨주세요', '비트도 채칼로 이용해서 얇게 슬라이드 해주세요', '사과식초 종이컵 기준으로 한컵을 넣고 설탕도 한컵을 식초와 동량으로 넣어주세요소금은 한스푼만 넣어주세요생수/물은 종이컵 기준으로 3컵을 부어주세요살짝 간을 보시고 입맛에 맛게 조절 하세요잘섞어주시고 펄펄 끓여주세요', '큰볼에 무를 일부 깔고 그위에 비트를 올리고 다시 무깔고 다시 비트를 올리고를 반복합니다맨위에 비트가 올라가야 해요위에 펄펄 끓은 촛물을 뜨거운체로 부어주세요몆번만 꼭꼭 눌러주시고 식혀주세요', '식은다음 유리용기에 담아 하루나 이틀을 냉장보관 해주시면 예쁜 진한 핫핑크 색상으로 물들어요', '비트와 무가 구분이 안될정도로 물이 잘들여 졌네요', '저처럼 꽃모양을 만들고 싶으시면 두장정도를 절반으로자르고 서로 겹쳐가면서 말아주시면 되세요']"
닭 가슴살 요리! 새우와 파스타를 같이 먹을 수 있는 주말요리를 소개할게요.,닭가슴살, 샐러드재 생 파스타(콘킬리에) 닭 방울토마토 오렌지 오이 양파 올리브 파슬리 귤 귤 양파 허브소금 식초 올리브(절 오일,"['드레싱 재료를 모두 준비해주세요.', '오이 1개를 바르게 썰기보다는 연필 깍듯이 가운데 씨 부분을 중심으로 모양을 내면서 잘라주세요.', '오이에 허브소금으로 살짝 뿌려서 10분 절여주세요.', '레몬즙도 듬뿍 넣어주세요.', '양파 반 개를 적당히 찹해주세요.', '소금에 절여둔 오이랑 같이 섞어주세요.', '이제 다른 재료들을 준비해주세요.', '새우를 손질해 주세요.', '① 머리를 제거해주세요.', '② 새우 등 쪽에 가운데 부분 껍데기를 먼저 벗겨주세요.', '③ 앞부분 껍데기를 벗겨주세요. 가운데 부분을 벗겨주시면 아주 잘 벗겨져요', '④ 꼬리 쪽 부분 나머지 껍데기를 제거해 주세요.', '⑤ 이쑤시개로 가운데 등허리 부분에서 내장을 제거해 주세요. 쭉 빼주시면 돼요.', '이렇게 손질해둔 새우를 (쿠르부용 court bouillon 파슬리, 레몬, 양파, 통후추)를 넣고 뜨거운 물에 끓여줄 거예요.', '깊은 냄비에 쿠르부용 재료를 넣어주세요.', '팔팔 끓을 때까지 기다려주세요.', '새우를 넣고, 빨갛게 익으면 건져주세요.그냥 먹어도 향긋하고 맛있는 새우가 됐어요.', '콘킬리에 파스타에요. 샐러드에 넣어주시면, 시간이 지나도 불지 않고, 식감이 쫀득해서 맛있어요. 콘길리에 파스타를 리본 파스타로 데체할 수 있어요.', '깊은 냄비에 소금 넣고 10분간 끓여서 익혀주세요. 약간 오래 익힌 듯 익혀주세요.', '오렌지는 껍데기를 제거하고 토막 토막 썰어주세요.', '절여둔 오이, 양파에 오렌지를 넣고, 귤잼이랑 재료들을 섞어주세요.', '전 현미식초를 사용했어요. 사과식초나 과일식초는 추천하지 안아요.', '야채에서 물이 스스로 나와서 소스가 촉촉하게 생겼어요.', '이제 손질해 둔 모든 재료들을 넣고 버무려 주세요.', '이제 손질해 둔 모든 재료들을 넣고 버무려 주세요.', '이렇게 닭가슴살과 야채, 과일 여러 가지 음식을 한꺼번에 건강하게 먹을 수 있는 고급스러운 샐러드가 완성됐어요.']"
닭가슴살 치즈말이 튀김~~ 부드럽고 꼬소하고 치즈 쭉쭉~~,닭가슴살치즈말이튀김, 닭가슴살 소금 후추 밀가루 모짜렐라치즈 튀김기름 마늘,"['닭가슴살 한쪽을 얆게 편뜨기하여 양쪽으로 펴고 칼등으로 두드린 후 소금 1/2작은술, 후추 1/4작은술로 밑간합니다.', '밀가루 1큰술을 솔솔 뿌리고...', '생모자렐라치즈를 길게 썰어서 얹고......생모짜렐라치즈는 코스트코가 제일 가격이 착해요.', '돌돌 말아서 이쑤시게로 끝을 고정한후 밀가루에 한번 굴려주고......', '카놀라오일에 앞뒤로 노릇노릇하게 튀겨냅니다.', '닭고기 뒤겨낸 기름에 마늘 20개 편썰어서 기름에 튀겨내서 접시에 깔고 그 위에 튀겨낸 닭고기를 식혀서 썰어 얹습니다.마늘과함께 먹으면 고소하고 담백한맛이 입안을 즐겁게 만듭니다.별도의 소스없이도 맛있습니다.']"
개운 고소한 안주  간식 <고추치즈구이>,고추치즈구이, 오이고추 모짜렐라치즈 리코타치즈 체다치즈,0
깔끔한맛 브로콜리두부볶음,브로콜리두부볶음, 브로콜리 꼬마 당근 양파 두부 다진마늘 소금 올리브유 깨,"['브로콜리는 한입크기로 잘라준다', '끓는소금물에 브로콜리를 데친다', '물에 헹구어 체에 받쳐놓는다', '새송이버섯은 슬라이스로 자른다', '당근도 새송이버섯크기로 자른다', '양파는 굵게 다진다', '두부는 깍뚝썰기로 썬다', '끓는소금물에 데친다', '물기를 빼기위해 체에 받쳐놓는다', '팬에 올리브유를 두르고 삶은두부를 먼저볶는다', '두부를 볶다가 다른야채를 넣고 재빨리 볶아낸다', '소금으로 간하고 깨를 넣어서 완성한다', '브로콜리두부볶음완성']"
참치 오코노미야끼,참치오코노미야끼, 참치캔 양배추 파 밀가루 물 양념재 오코노마야끼 마요네즈 가쓰오부시,"['제일 먼저 양배추를 얇게 채 썰어주세요.', '파도 송송 썰어줄게요.전 항상 파를 사오면 썰어서 얼려놓아요 그럼 요리할때도 편하고 싱싱함을 오랫동안 유지할 수 있어요.', '밀가루 혹은 부침가루를 이용해 반죽을 만들어 주세요. 전보단 조금 된 반죽을 만들어 줄게요.', '반죽에 양배추와 파를 넣고 섞어주세요.', '야채를 넣은 반죽에 참치를 넣고 섞어줄게요.', '다 같이 잘 섞어주세요.', '팬에 기름을 두르고 중불에 반죽을 적당량 덜어서 동그랗게 모양을 잡아줄게요.', '타닥타닥 소리가 나고 바닥면이 바삭하게 익으면 뒤집어서 반대쪽도 구워줄게요.', '양쪽면이 바삭하게 구워졌다면 오코노미야끼 소스 또는 돈가스 소스를 오코노미야끼위에 골고루 얇게 발라주세요.', '소스가 뿌려진 오코노미야끼 위에 마요네즈도 뿌려줄게요.', '그 후, 그릇에 오코노미야끼를 담아주시고 가쓰오부시를 올리시고 그위에 파슬리 가루를 솔솔 뿌려주시면 완성 입니다.']"
고구마 달걀구이 ,고구마달걀구이, 고구마 달걀 체더치즈 식용유 양념 허브맛소금,"['고구마 1개를 껍질을 벗겨주고최대한 가늘게 채 썰어 준비합니다.저는 채칼을 사용했어요.', '잘 달궈진 팬에 식용유를 두르고 채 썬 고구마를 넣어달달 볶아 주세요.', '80%가량 익혀주고, 이때 허브맛 소금 적당량을 넣어 간을 해줍니다.', '고구마가 익으면 동그랗게 모양으로 만들어주고평평하게 펼쳐주세요. 이때 불은 중약 불로 줄여주고한쪽 면을 노릇하게 구워 주심 된답니다.', '뒤집개를 이용해 한 번에 휙 뒤집어 줍니다.*뒤집다 모양이 흐트러지면 다시 모양을 잡아 주면 된답니다.뒤집는 거에 너무 부담 갖지 마세요.', '달걀이 들어갈 수 있게가운데 부분에 홈을 파주세요.', '그리고 주변에 치즈 1장을 찢어 올려주고달걀 1을 깨서 올려줍니다.불을 약불로 줄이고 뚜껑을 덮어 달걀 윗면을 익혀주세요.달걀 익힘 정도는 드시는 분 입맛에 맞게~같은 방법으로 1개 더 만들어 주심 된답니다.', '고구마 달걀구이 완성 ^^']"
목우촌 주말요리 김치볶음밥 짜조,짜조, 목우촌 밥 김치+김치국 대파 라이스페이 간 설,"['프라임 프랑크소시지, 김치, 대파를 잘게 썰어 준비해줍니다.', '식용유 두른 팬에 대파를 노릇노릇해질 때까지 볶아 파기름을 내주세요.', '프랑크 소시지를 넣어 파기름을 한껏 머금토록 살짝 볶아줍니다.', '김치를 넣어 약간 투명해질 정도로 볶아준 후 설탕 반 스푼을 넣고 조금 더 볶아줍니다.', '모든 재료를 팬 한쪽으로 몰어넣고 빈 공간에 간장 한스푼을 넣어 지글지글 졸여줍니다.', '졸여진 간장과 나머지 재료들을 좀 더 볶아준 뒤, 찬밥 한공기를 넣고 불을 약불로 줄여 잘 섞이도록 볶아줍니다.', '만들어 놓은 김치볶음밥이 어느 정도 식으면 손으로 동그랗게 모양을 빚어줍니다.', '미지근한 물에 살짝 담궈 준비한 라이스페이퍼 위에 동그랗게 빚은 김치볶음밥, 프랑크소시지를 올려 라이스페이퍼를 돌돌 말아 준비합니다.프랑크 소시지는 물에 살짝 데쳐 반으로 갈라 미리 준비해주시면 굿!', '기름을 넉넉하게 두른 팬에 말아 놓은 라이스페이퍼를 구워주세요.', '노릇노릇 잘 익었다 싶으면 김치볶음밥 짜조 완성!']"
