레시피 제목,요리명,요리재료,레시피내용
시원한 물김치 나박김치,나박물김치, 속배추   오  당 생수 마 생 소 고춧가 매실 설,"['배추와 무는 2~3cm 내외로 나박하게 네모나게 썰어준다.썰어놓은 배추와 무는 소금물에 간을 해준다. 그냥 넣고 해도 되기는 하지만 몇번의 경험상 해보니소금물에 30~40분 절여서 해주니 간이 더 쏙쏙 들어서 김치에 맛이 더해지는 것 같다.', '오이, 당근은 얇게 썰어주고 배, 파는 배추와 같은 크기로 잘아서 준비한다.', '절여놓은 배추와 무는 30~40분 후에 물로 한번 헹궈내준다 너무 푹 절여주지 않아도 된다. 어차피 하루 이틀 익어서 먹어야 제맛이기 때문에그 사이에 충분히 간이 들을테니 배추가 너무 물러지면 나박김치의 아삭거림이 덜해져 버린다. 고추가루와 마늘을 체에 넣고 받아놓은 물에 풀어준다.', '생강은 채썰어 준비해 놓는다. 물에 풀어서 넣어도 된다. 사실 우린 씹히는게 싫어 물에 풀어 넣는 편이다. 고추가루 물에 준비한 재료들을 다 넣어주고 소금과 매실청으로 맛을 내준다. 국물김치 만들기의 좋은 점 중에 하나는 간이 조금 부족해도 나중에 추가해도 된다.']"
파김치,파김치, 쪽파 김치전용액젓  찹쌀  찹쌀가루 물 김치전용액젓 고춧가루 마늘 생강 설탕 통깨,[]
밥도둑 양념게장,양념게장, 꽃게 간장게장 고춧가루 청양고춧가루 배 양파 쪽파 청양고추 홍고추 다진마늘 생강즙 매실 물엿 깨,"['냉동손질꽃게는 자연해동해서 먹기좋게 잘라 ""맛술1스푼"" 넣고 섞어주세요', '분량의 양념을 한데 넣고 섞어주세요', '손질꽃게에 양념을 넣고 쉐킷', '채썬 파와 통깨로 마무~~으리!!', '잘 섞어서 접시에 담아요']"
배추 겉절이,배추겉절이, 배추 굵은소 대파 청고추 당 홍고추 무즙 배즙 양파즙 고춧가루 까나리액젓 새우젓 설탕 다진마늘 생강 소,"['배추를 절이는 동안 겉절이 양념장을 만들어 둡니다. 그래야 고춧가루의 색이 빠알갛게 예뻐진답니다.', '겉절이에 넣을 야채도 준비합니다. 저는 빨간 필리핀 홍고추를 5개 사용하였어요. 매운고추가 들어가면 김치 맛이훨씬 좋아진답니다. 물기가 쪽 빠진 배추에 야채를 넣습니다.', '양념장을 넣습니다.', '골고루 색이 밸수있도록 버무려줍니다. 통깨도 뿌려줍니다.']"
백김치,백김치, 배추 무 당근 쪽파 양파 배 마늘 대추 홍고추 생강 배추 굵은소금 백김치 물 굵은소금 뉴수가 찹쌀,[]
간장게장보다 더 맛있는 간장새우장,간장새우장, 새우 양파 풋고추 마늘 새우간장 간장 물 청주 맛술 설탕 생강 마른고추 통후추 레몬,"['새우간장물 재료인 간장(2컵), 물(3컵), 청주(2분의 1컵), 맛술(2분의 1컵), 설탕(3), 생강(2톨), 마른고추(1개 분량), 통후추(0.5), 레몬(2분의 1개)를 넣고 간장을 팔팔 끓여주세요. 먼저 새우장을 만들겠다고 마음을 먹었다면 다음과 같이 간장을 달여놓아야 해요. 뜨거울 때 붓는것이 아닌, 간장물을 끓여서 식혀서 사용할거거든요. .보통 장아찌나 피클 만들듯이 뜨거울 때 간장물을 넣게되면 간장새우장이 아닌 새우간장탕국이 되어 버리니깐 조심하시고요.', '싱싱한 새우는 씻어서 물기를 톡톡 빼주고, 긴 수염 부분만 다듬어서 준비합니다. 새우의 양은 1킬로 준비했어요~~~', '보관할 용기에 씻어놓은 새우를 넣고, 그 위에 굵직하게 채 썬 양파와 2등분을 한 풋고추를 넣고, 마늘 5톨도 함께 넣고서', '미리 끓여서 식혀 놓은 간장물을 붓기만 하면 끝. 이렇게 만들어진 간장새우장은 냉장고에 넣고서 하룻동안 보관하고', '다음날 사진에서 보여지는 것처럼 간장만 쪽 따라서 냄비에 넣고 건더기만 이렇게 잠시 두고', '간장만 따라낸 것은 한번 부르르르 끓이고 다시 충분히 간장물을 차게 식혀서 본래 새우에 다시 부어주면 끝. 하루이틀 지나서 한번 더 이 과정을 해주셔도 좋고요. 빨리 드실것이라면 이정도만 해주셔도 좋아요. 염도가 짜지 않아서 되도록이면 빨리 드시면 좋고요. 냉장고에 보관하기 보다는 김치냉장고에 보관하면 더욱 신선하게 드실 수 있답니다.', '완성된 간장새우장. 새우장이 많이 짜지 않고 살도 연한 것이 느무 맛있네요.']"
아삭한 백일송이버섯김치,백일송이버섯김치, 백일송 단 파프리  양파 고추가 굵은소 매실 멸치액 마 설 쌀로만든풀,"['저는 요즘 쉽게볼수있는 단감을 넣어보기로 했어요. 아무래도 달고 아삭하고 씹히는맛이 일품일것같아서요. 양파, 단감, 파프리카를 먹기좋게 썰어서 준비하세요.', '저는 집에있던 쌀가루로 만들어보았답니다. 풀죽에 고추가루, 멸치액젓, 매실액, 설탕, 마늘을 넣고 미리 준비해두었어요.', '버섯은 일반김치와 같이 굵은소금에 한 10분에서 20분사이정도 절여준답니다. 저는 한 15분정도했더니 간도 맞고 좋았던것같아요.', '버섯절인거에 준비해둔 양념을 넣고 골고루 무쳐주시면 된답니다. 한 2~3일정도 숙성시켜드시면 더욱더 맛있어요.']"
무김치 담그기 ,무김치, 무 굵은소금 새우젓 멸치액젓 고춧가루 요리당 다진마늘 생강가루  밀가루  물 밀가루,"['무는 먹기좋은크기로 썰어 굵은소금을 골고루 뿌려 1시간 30분~2시간 정도 절여주세요.', '절여진 무는 소쿠리에 받쳐 재빨리 한번씻어주고 물기를 빼줍니다. 무청이 싱싱하길래 연한부분만 좀 썰어 넣었답니다. 넘 굵고 질긴 부분은 넣지 마세요 그건 삶아서 시랏국끓일때 넣으시면 됩니다.', '무 절이는동안 양념을 만들어줍니다. 밀가루풀은 물0.5컵에 밀가루0.5큰술을 넣어 잘풀어서 계속 저어주며 걸쭉하게 끓여주면 됩니다. 밀가루풀이 따뜻할때 고춧가루를 넣어 잘섞어주고 새우젓은 다져서 1큰술넣어주고 멸치액젓도 1큰술넣고 요리당도 넣고 생강가루도 넣고(물론 다진생강넣으시면더 좋겠죠 ) 다진마늘도 넣고 골고루 잘섞어 양념을 만들어둡니다. 실파나 양파를 넣어 버무리셔도 괜찮구요. 요새 굴이 나오던데 굴넣어 버무리셔도 맛있겠죠. 물기빠진 절인무에 만들어둔 양념을넣고 버무려서 하루쯤 실온에 두었다가 냉장고에 넣으세요.', '잘 버무려주시구요 물기빠진 절인무에 만들어둔 양념을넣고 버무려서 하루쯤 실온에 두었다가 냉장고에 넣으세요.']"
어리굴젓,어리굴젓, 굴  실 청양고 홍고 양파 액젓 고춧가루 찹쌀 다진마 소금 설,"['굴은 깨끗이 씻어 물기를 빼고 액젓 2~3큰술을 부어 밑간을 합니다.', '무도 소금에 살짝 절여 물기를 빼고 고춧가루 3큰술로 먼저 무쳐 줍니다.', '실파는 적당한 길이로 자르고, 청양고추, 홍고추, 양파는 다져서 준비합니다.', '준비한 채소와 무에 찹쌀풀과 다진마늘, 약간의 소금, 설탕, 액젓을 넣고 골고루 섞어 줍니다.', '마지막에 굴을 넣고 살살 버무려 줍니다.']"
간단한 생김치 깻잎 김치,깻잎김치, 채를썬양 깻잎 고춧가 다진마 설 깨소 액,0
아삭한 맛이 좋은 오이 소박이,오이소박이, 오 부추 찹쌀 고춧가 다진마 다진 설 약간의 멸치,"['오이는 소금으로 겉면을 비벼 물로 깨끗이 씻은 다음, 먹기 좋은 길이로 잘라 열십자 모양의 칼집을 넣습니다. 아래에서 1Cm 가량은 남겨 둡니다.', '물에 적당량의 소금을 넣고, 끓여서 식히지 않고, 바로 잘라둔 오이에 붓습니다. 오랫동안 두고 드실거면 끓는 물을 붓고 절이는게 무르지 않고, 오랫동안 아삭하게 드실수 있어요. 약 30 ~ 1시간 가량 절여지면 헹궈 물기를 빼고 준비합니다.', '오이가 절여질 동안, 냄비에 물을 붓고, 찹쌀가루를 풀어 끓입니다. 하얗게 되면 찹쌀풀이 완성되는 거에요.', '볼에 찹쌀풀, 고춧가루, 다진마늘, 다진 생강, 설탕, 약간의 소금, 멸치 액젓을 담고, 골고루 잘 섞어 줍니다.', '깨끗이 씻어 적당한 길이로 자른 부추를 양념과 살살 버무려 주세요.', '오이에 준비한 부추 속을 채워 줍니다.']"
아이들도 좋아하는 김치 깍두기,깍두기,  부추 소금 찹쌀 설 소 다진마 다진생 고춧가 액,0
부추 겉절이,부추겉절이, 부추 액젓 식초 참기름 고춧가루 깨소금 설탕,"['부추 한단 사서 손질한다음 물에 씻어줍니다.그런다음 두 줌 정도만 무쳐줄꺼예요~나머지 부추는 신문지에 싸서 냉장고에 두면 일주일정도는 먹을 수 있어요~', '먹기 좋은 크기로 썰어줍니다.저는 부추만 무쳤는데요.여기에 양파 하나 채 썰어 넣어서 무쳐도 좋아요~', '볼에 부추 넣고 겉절이 양념을 넣은 다음 조물 조물 무쳐줍니다.', '조물 조물 무쳐내고 먹어본 다음 싱거우면 간장을 좀 더 넣어주면 됩니다.간장을 너무 많이 넣으면 부추가 절궈져서 짜지니 너무 많이 넣지 않게 해주세요~']"
간단한 김치 오이소박이,오이소박이, 오이 부 양 당근 고추가 마 생 매실액기 설 미  새우 까나리액,"['오이를 소금에 박박 문질러 씻어서 3-4등분한다. 우리집은 워낙 소량만 먹기에 4등분 열십자 모양으로 칼집을 내준다.', '잘라진 오이에 천일염을 팍팍 뿌려서 1시간 정도 간을 절여준다. 간이 고루 들라구 중간에 훌훌 뒤집어 준다.', '간 해놓은 오이를 기다리는 동안 부추랑 당근도 2-3cm정도로 썰어주고 무는 지저분할거 같아서 생략했다.', '양념은 깨를 제외하고는 다 한꺼번에 믹스기에 갈았다.', '볼에 재료 를 넣고 양념이랑 같이 소를 만든다. 절여놓은 오이에 소를 채운다.']"
알싸한 향과 톡쏘는 맛으로 입맛을 돋우는 갓김치,갓김치, 갓 대파 부추 배 굵은소금 김치전용액젓 고춧가루 다진마늘 다진생강 통깨,"['갓은 다듬어서 씻은 후 굵은 소금을 뿌려서 절여 줍니다.', '대파, 마늘, 생강은 껍질을 벗겨 씻은 후 대파는 어슷 썰고 마늘과 생강은 다져 줍니다. 부추는 다듬어서 씻은 후 물기를 제거한 후 적당한 크기로 썰고 배는 껍질을 벗겨 믹서기에 갈아 줍니다.', '절여 놓은 갓은 흐르는 물에 깨끗하게 씻은 후 체에 밭쳐 물기를 제거해 줍니다.', '갈아 놓은 배와 양념 재료를 볼에 담아 고루 섞어 줍니다.', '대파와 부추를 넣어 살살 버무려 줍니다.', '갓을 넣고 양념을 고루 묻혀 준 다음 1포기씩 모아 잡아 묶어서 용기에 담아 줍니다.']"
정말 간단하게 만드는 오이김치,오이김치, 오이 쪽파 다진 식초 고춧가루 올리고당 새우젓 멸치액젓,"['오이를 깨끗이 썰어 4등분으로 가른다음 굵은 소금에 20분 정도 살짝 절여주세요.', '쪽파를 흰뿌리는 쓰지않고,, 파란부분만 적당한 크기로 쏭쏭 썰어줍니다. 부추가 있으시면 부추로 하시면 더 좋아요. 파로 하게되면 빨리 익으니 많이 담으시면 너무 금방 물러져요.', '소금끼를 깨끗한 물에 말끔히 헹궈주신다음 썰어둔 파와 분량의 양념을 넣고 조물 조물 해주세요.', '양념에 통깨를 넣어서 함께 넣어 버물려 완성한다음 그릇에 예쁘게 담아주세요. 하루 이틀뒤에 맛있게 아삭 아삭 먹으시면 되요~']"
닭가슴살 부추김치,닭가슴살부추김치, 부추 닭가슴살 양파 닭가슴살 고추장 굴소스 고운 물엿 다진 다진 청주 부추김치 멸치젓국 고춧가루 다진 설탕 통깨,"['닭가슴살은 적당한 크기로 잘라 놓습니다.', '차게 먹는 닭고기는 누린내를 완전히 없애는 것이 중요합니다. 양파채를 넣고 충분히 끓여서 향이 잘 우러났을 때 닭고기를 넣어 5분여 정도 삶아 속까지 완전히 익힙니다.', '분량의 재료를 넣어 양념장을 만들어주세요.', '익힌 닭고기는 도톰하게 저며 놓습니다.', '살짝 달구어진 팬에 양념장과 닭고기를 넣고 양념이 닭고기에 배이도록 볶습니다.', '부추는 다듬어 손질을 하고 깨끗이 씻은 다음 물기를 뺍니다. 약 4cm 길이로 자르고 볼에 부추와 양념장을 넣어 버무린 다음 볶은 닭가슴살을 넣고 다시 한번 살짝 버무려서 그릇에 담아내면 닭가슴살 부추김치가 완성 됩니다.']"
총각김치 깔끔하게 담그기,총각김치, 알타리 소금 멸치액 고춧가 마 생  양 홍고 설 소,0
우리집 맞춤 웰빙 백김치,백김치, 배  대  미나 잔 당 마 양  생강 육수재 도라 은행 감 찹쌀가루 소 까나리액,"['냄비에 분량의 물을 붙고 도라지, 은행, 감초를 몇알씩 넣어 끌입니다.', '약재들을 건져내고 찹쌀가루를 넣어 천천히 저어가며 찹쌀물을 만들어 주세요.', '큰 배추라 6등분해서 굵은 소금으로 약 1시간 정도 절여주세요.', '물에 흔들어 씻어 물기를 제거해 주세요.', '밤, 대추, 마늘, 생강은 채썰어 주시고 잔파, 미나리도 한 입 길이로 썰어 주세요. 양파, 당근도 채썰어 주세요.', '볼에 준비된 재료들을 넣어 주세요. 까나리 액젓, 소금을 넣어 잘 섞어 주세요.', '배추에 준비된 소를 켜켜이 넣어 주세요.밀폐용기에 넣고 준비된 육수를 부어 익혀 드세요.']"
간장게장,간장게장, 냉동알베기꽃게 양파 청양 홍 마늘 생강 건표고버섯 국간장 진간장 물 소주 배 양파 마늘 청양고추 대파 다시마 다진,"['꽃게를 손질할때는 구석구석 꼼꼼하게 손질하기 위해 칫솔을 사용하면 간편하고 좋아요. 게장은 통째로 담그기 때문에 껍질을 깨끗하게 닦아주고 배에 종모양의 딱지만 떼어내어 손질해주면 됩니다. 종모양의 게딱짐를 말끔히 떼어주면 손질이 완료예요.', '양파 작은것 하나, 청고추, 홍고추는 어슷썰기해서 준비하고 알마늘은 넓적하게 슬라이드하여 준비해주세요. 시원한 국물맛을 위해서 무우도 납작하게 썰어서 준비해주었어요.', '양념장을 만들때는 무턱대고 붓기보다는 간을 보면서 양을 조절하는 것이 중요한 것 같아요. 양념재료를 넣고 양념장을 만들어주세요.', '양념장 준비가 되었으면 통에 담아볼께요. 바닥에 준비한 재료들을 1단 깔아주고 그 위에 꽃게를 담아주어요. 준비한 양념장을 통에 부어줍니다. 양념장을 통에 붓고 김치냉장고에 3일간 1차 숙성시켜주면 되어요.', '3일간 숙성후 모습이에요. 양념장은 모두 따라서 팔팔 끓여준 후 식혀서 준비해 두어요. 3일간 숙성으로 무우에 양념장이 쏘옥 베어있더라구요.팔팔 끓인 소스를 식혀서 다시 게장에 부어주고 2차 숙성기간 (3일)이 지나면 맛있게 식탁위에 간장게장을 올릴 수 있답니다.']"
열무김치 맛있게 즐기는 법,열무김치, 열무 무 오이 붉은 당근 굵은 사골육수 고춧가루 다진 다진 생수 소금 설탕,"['열무는 알맞은 크기로 자른 다음 소금에 절입니다. 숨이 죽은 열무는 깨끗이 씻어 물기를 빼고채소는 당근 1개, 오이 2개, 무우 반토막, 홍고추 5개정도를 준비해서칼질을 해놓았습니다.', '물기를 뺀 열무와 준비된 야채를 김치통에 넣습니다. 사골육수를 준비합니다. 기름은 최대한 제거해 주시구요. 아주 푹 끓인 맛이 풍부한 사골육수가 아닌 살짝 고아낸 연한 사골육수로 준비했습니다. 푹 고아낸 사골육수라면 양을 절반만 사용합니다.', '고추가루 약 ½공기정도. 다진 마늘 2큰술, 간생강 2작은술을 넣고 사골육수와 생수를 섞은 물에서 조물락거려봅니다. 고추가루의 맛과 색이 다 빠져나올때까지 색깔이 다 빠진 고추가루는 아낌없이 버려야죠. 활용을 못한답니다. 생수에 고추가루넣은 광목을 넣고 주무르면 오른쪽 사진처럼 색깔이 나옵니다. 사진은 소금과 설탕을 넣어서 젓고 있는 중이랍니다.', '준비된 김치통에 빨간 고춧물을 부어줍니다. 야채도 싱싱하게 보이구요. 야채와 고춧물이 잘 섞이도록 저어 준다음 뚜껑을 닫습니다. 이렇게 뚜껑을 닫고 실온에 보관합니다.']"
