Menu,Ingredient,Recipe
치즈나라 숲속친구,"['삼겹살200g', '숙주100g', '통마늘15쪽', '후추1작은술', '소금1큰술']","['김밥 김 반장에 밥을 펴서 준비합니다. 3층치즈 한 장을 삼등분하여 쌓아 놓은 뒤 샌드위치 햄 4-5장을 김에 돌돌 말아줍니다.', '펴서 준비한 김밥 위에 3층치즈와 햄을 올려서 김밥처럼 말아줍니다. 잘라서 치즈와 김으로 숲속 친구 모습을 만들어줍니다.', '치즈나라의 숲속친구들 완성!']"
삼겹살 숙주볶음 저녁 한잔 어뗘~,"['3층치즈크림치즈3장', '월남쌈12장', '닭가슴살100g', '빨강파프리카30g', '노랑파프리카30g', '새싹채소50g', '무순30g', '적채15g', '치커리', '대추10g', '호박씨10g', '사과1/2개', '블루베리1줌', '식용꽃1줌', '칠리소스']","['숙주는 깨끗히 다듬어서 씻어서 체에 받쳐 놓는다', '삼겹살은 잡채용으로 썰어서 준비한다', '통마늘은 슬라이스로 얇게 저며놓는다', '달군팬에 삼겹살 썰어놓은것과 마늘 슬라이스 한것을 넣고 후추와 소금을 약간 뿌려서볶아준다', '삼겹살이 거의 익어 갈때쯤 굴소스 한큰술을 넣는다깔끔한것을 좋아하시면 소금으로 대체해도 무방 하다', '마지막으로 숙주를 넣어서 살짝 볶는다', '마지막으로 후추를 조금 넣은다음 마무리', '삼겹살숙주볶음 완성', '접시에 삼겹살 숙주볶음 을 담아 완성 한다']"
치즈 견과류 월남쌈,"['감자4개', '무화과2개', '건무화과2개', '양파40g', '당근20g', '스프링치즈4개', '무화과잼1큰술', '케찹1큰술', '소금3꼬집', '후춧가루적당량', '밀가루적당량', '달걀1/2개', '빵가루적당량']","['닭가슴살은 우유에 20분간 담가서 잡내를 제거하고 깨끗하게 씻어서, 도톰하게 저민 후 소금, 후추로 밑간해 두었다가 앞뒤로 노릇하게 구워서 썰어 놓습니다.', '새싹채소와 무순은 씻어서 물기를 빼고, 적채랑 파프리카, 사과는 채를 썰어주세요. 블루베리와 식용꽃도 찬물에 씻어 건지고 해바리기씨와 월남쌈도 준비합니다. 대추는 돌려 깎은 다음 돌돌 말아서 랩에 싼채로 잠시 냉동해 두었다가 썰어서 준비합니다.사과는 갈변방지를 위해서 설탕물에 담갔다가 건져서 물기를 빼주세요.', '고소한 치즈사이에 부드러운 크림치즈가 들어 있는 3층치즈 3장을 길게 세로로 4등분 합니다. 잘라놓은 3층치즈에 꽃모양의 대추와 해바라기씨를 모양내어 붙여줍니다.', '월남쌈을 따뜻한 물에 담가서 부드러워지면 꺼내어 접시에 담고, 모양낸 치즈를 밑으로 가게 넣고, 여러가지 채소와 블루베리, 구운 닭가슴살을 기호에 따라서 올려줍니다.', '위에서 한번 감싸고 양옆을 접은 다음 돌돌 말아주면 월남쌈 완성입니다.', '견과류가 보이도록 예쁘게 감싼 3층치즈 견과류 월남쌈입니다. (완성된 월남쌈은 서로 달라붙기 때문에 간격을 두고담아야 합니다.)', '완성된 월남쌈은 먹기좋고 중간부분을 사선으로 잘라서 접시에 담고 칠리소스와 함께 드시면 됩니다.고소한 치즈와 견과류가 들어가서 땅콩소스보다는 칠리소스가 잘 어울립니다.', '서로 달라 붙어서 치커리와 함께 담아 놓으면 조금 두었다 먹어도 좋습니다.']"
[무화과 레시피] 에어프라이어에 구운 무화과 감자 크로켓(감자 핫도그),"['야채튀김8개', '식용유약간', '고추장3숟가락', '케첩4숟가락', '물엿2숟가락', '다진마늘1숟가락', '다진양파1숟가락', '물1/2종이컵', '후추약간']","['- 재료준비- 스프링치즈 대신 모짜렐라치즈를 준비해도 돼요.', '- 만들 모양에 따라 무화과 스프링치즈 썰기Tip. (무화과) 미니 핫도그 모양은 웨지감자 모양으로 썰고 동그란 크로켓 모양은 웨지감자 모양에서 다시 한 번 반으로 썰기, (스프링치즈) 미니 핫도그 모양은 2등분으로 썰고 동그란 크로켓 모양은 4등분', '- 양파, 당근, 건무화과 잘게 다지기', '- 마른 팬에 양파와 당근 투명해질때까지 볶기', '- 감자는 껍질 벗긴 후 작게 썰기Tip. 전자레인지에 익힐거라 모양은 상관없이 작게 썰면 돼요.', '- 전자레인지 용기나 위생봉투에 넣어 전자레인지 삶기기능에서 4분 정도 익히기Tip. 삶기 기능이 없을 시 그냥 돌려주면 돼요. 전자레인지에 따라 시간이 달라질 수 있어요. 위생봉투에 넣을 땐 입구를 살짝 열어 돌려주세요.전자레인지', '- 삶은 감자 도구나 숟가락으로 으깨기', '- 으깬 감자에 볶은 채소, 건무화과, 무화과잼, 케찹, 소금, 후춧가루 넣어 고르게 섞기Tip. 케찹은 느끼함을 잡기 위해 넣었는데 생략해도 돼요. 무화과잼은 입맛에 맞게 (단맛) 가감하세요.', '- 일정한 크기를 위해 한 숟가락씩 떠 납작하게 만든 후 무화과와 스프링치즈 넣어 감싸기Tip. 핫도그 모양은 두 숟가락씩 떠 타원형으로 만들어요.', '- 달걀은 잘 풀어주고 밀가루, 달걀, 빵가루 순으로 튀김옷 입히기', '- 반죽 전량을 동그란 크로켓으로 만들면 14개정도, 핫도그로 만들었을 땐 7개 정도 나오는 양이에요.', '- 에어프라이어 200도에서 7분~8분 굽기에어프라이어', '- 핫도그는 꼬지에 꽂아주면 무화과 감자 크로켓 완성~!']"
튀김이랑 강정이랑은 항상 옳다~! 채소튀김강정 ★ ,"['곶감4개', '건무말랭이1/2컵', '간장1스푼', '액젓2스푼', '고춧가루1.5스푼', '다진마늘1스푼', '고추장0.5스푼', '매실청2스푼', '맛술1스푼', '참기름', '깨소금약간씩']","['에어프라이어 종이포일을 깔고 그 위에 야채튀김을 올린다.에어프라이어', '에어프라이어에 180도에서 10분간 굽고 뒤집어 10분 더 굽는다.식용유를 약간 뿌려주면 더욱 바삭해요. ', '팬에 양념 재료를 넣고 중불로 한소끔 끓인다.', '양념장에 튀긴 야채튀김을 넣고 잘 버무려 완성한다.']"
명절 밑반찬/무말랭이 곶감무침,"['불닭볶음면2개', '불닭맛후랑크오리지널', '불닭맛후랑크치즈', '치즈']","['재료 준비해 주세요~', '무말랭이 특유의 뜬내 없애기 위해 양파 껍질 넣고 물에 담가 30분 정도 불려 주세요~', '곶감 꼭지는 떼내고 무말랭이와 비슷한 크기로 굵직하게 채 썰어 주세요~', '적힌 무침양념의 양념을 모두 넣고골고루 섞어 무침양념장을 만들어 주세요~', '불린 무말랭이는 물에 깨끗이 씻어 물기를 꽉 짜 준 다음만든 무침양념장 2/3을 넣고 조물 조물 해주고 채 썬 곶감을 넣어 주세요~', '남은 무침양념 1/3을 넣어 주세요~', '살살 조물 조물해 주면 무말랭이 곶감무침 완성!', '곶감롤샌드위치  @6904368 ']"
비오는 날을 위한 불닭라면전&불닭치즈라면전 !,"['부침가루8큰술', '채썬김치1밥공기', '대파1대', '양파1/2개', '모짜렐라치즈2줌', '파슬리가루적당히']","['[불닭라면전]가장 먼저 불닭볶음면을 조리한다.', '[불닭라면전]미리 전자레인지에 25초 동안 가열한 불닭맛후랑크오리지널을 썰어 넣는다.', '[불닭라면전]불닭볶음면과 불닭맛후랑크오리지널을 잘 섞어준다.', '[불닭라면전]프라이팬에 재료를 넣고 전 모양으로 잘 펴준다.프라이팬을 돌렸을 때 면이 흩어지지 않으면 뒤집을 타이밍!', '[불닭라면전]바삭바삭 매콤한 불닭라면전 완성!', '[불닭치즈라면전]잘 조리된 불닭볶음면을 프라이팬에 넣어 준다.', '[불닭치즈라면전]한쪽에는 슬라이스치즈를 다른 한쪽에는 스트링 치즈를 넣어준다.', '[불닭치즈라면전]치즈 위에 불닭맛후랑크치즈를 썰어서 올려준다.', '[불닭치즈라면전]면과 치즈가 어느 정도 익으면 반으로 접어준다.', '[불닭치즈라면전]바삭하고 고소하고 매콤한 불닭치즈라면전 완성!']"
[겨울간식] 동서양 만남 치즈김치전,"['불닭파스타소스', '불닭맛후랑크오리지널', '집에있는찬밥']","['(김치전 2장 기준)부침가루 8큰술을 넣어주세요.', '김치를 채썰어 넣어주세요.김치가 많이 들어갈 수록 맛2배 씹는 즐거움2배', '대파, 양파를 채썰어 넣어주세요.', '(종이컵 반잔) 물을 조금씩 넣어주며 반죽해주세요.물은 한번에 넣지 말고 조금씩 넣어가면서 농도 확인!', '달군팬에 기름을 두르고 반죽을 올려주세요,', '앞뒤로 노릇노릇 익은 김치전에 모짜렐라치즈 한줌 올리고 뚜껑을 덮고 약불에서 치즈가 녹을때까지 기다려주세요.', '파슬리가루 톡톡 동서양피자 완성^__^']"
"불닭파스타소스, 불닭맛후랑크로 만드는 불닭밥피자 레시피!","['고구마2개', '모짜렐라치즈2줌', '버터8스푼', '꿀원하는만큼']","['양파와 피망, 그리고 불닭맛후랑크오리지널을 잘게 썰어준다.', '손질한 재료들을 프라이팬에 한꺼번에 볶는다.', '밥에 계란 1개를 넣고 잘 비벼준다.', '버터 1조각을 프라이팬에 넣고 녹여준다.', '버터를 녹인 프라이팬에 밥을 넣고 피자 모양을 얇게 펴준다.', '불닭파스타소스를 밥에 골고루 발라준다.', '프라이팬에 볶아둔 야채와 불닭맛후랑크오리지널을 올려준다.', '피자치즈를 듬뿍 뿌려준다.', '마무리로 파슬리를 뿌려주면 완성!', '비주얼 폭팔 불닭밥피자 완성!']"
겨울간식 에어프라이어요리 허니버터고구마,"['크루아상3개', '삶은달걀4개', '아보카도1개', '딸기잼', '소금', '후춧가루적당히']","['고구마를 에어프라이어에 넣고 200도에서 40분정도돌려 줍니다에어프라이어고구마크기에따라다를수있어용!젓가락으로 푹들어가면 잘익은거예요~:)', '고구마를 반으로 갈라 양쪽면에 버터 두스푼씩 얹고 꿀을 휘익 뿌린후,치즈를 듬뿍 뿌려 주세요고구마를 끝까지 자르지 마세용!뜨거워서 버터가 흘러내릴수 있으니 빠릿빠릿하게 해야 해요ㅎㅎ', '다시 고구마를 에어프라이어에 넣고 180도에서 5분간 돌려 주면 완성!']"
아보카도달걀샌드위치 ,"['볶음밥', '비엔나소시지1개', '계란1개', '치즈1장', '김1장']","['삶은 달걀 4개가 필요해요. 그리고 후숙된 아보카도 1개둘째가 달걀 껍질 까준다고 해서 부탁했더니 저렇게 해놨더라고요 ㅎㅎㅎ 예전부터 달걀 삶으면 항상 도와주는데으깨서 사용할 때는 상관없지만~ 모양을 살려 만들 때는 대략난감이죠.그래도 도와준다고 하면 알았다고 해주는 편이에요~ 그래야지 나중에 장가가서 아내에게 잘하지 않겠어요 ㅎㅎ달걀 삶는 법은 모두 아시죠. 달걀 잠길 만큼 물을 담고 소금이랑 식초 넣어 삶고 찬물에 헹궈 껍질을 벗겨주면 된답니다.아보카도계란샌드위치 요리 과정 중 제일 난이도 높은? 과정이랍니다 ㅎㅎ', '삶은 달걀을 볼에 담고 으깨어 주세요', '그리고 아보카도 역시 반으로 잘라 씨앗과 껍질을 분리하고 볼에 담아 함께 으깨어 줍니다.', '소금, 후춧가루를 넣어 드시는 분 입맛에 간을 해주면 끝!완전 간단하쥬~~~재료가 뭉치지 않으면 마요네즈 0.5숟가락 정도 넣어도 좋아요.', '크루아상을 반으로 잘라 (끝까지 자르지 마시고 끝부분은 서로 붙어있게 남겨두세요)안쪽에 딸기잼을 적당히 발라주세요. 그리고 버무려 놓은 속 재료를 듬뿍 넣어 주심 된답니다. 같은 방법으로 총 3개를 만들어 주었답니다. 아이들 거에는 딸기잼을 발라주었고요.저는 한쪽에는 크림치즈 그리고 반대쪽에는 딸기잼으로~그리고 모닝빵, 식빵으로 하셔도 무관합니다.', '아보카도달걀샌드위치 완성 ^^']"
냉동 볶음밥을 돋보이게 만들어 주는 <<라바모양 비엔나소세지>>만들기,"['옥수수캔340g1캔', '밀가루7~8T', '물1/2컵가량', '식용유넉넉히']","['냉동볶음밥이나 따로 볶음밥을 만들어 주세요', '계란을 풀어 스크램블을 만들어요', '칼집낸 소세지를 뜨거운물에 1분정도 데쳐요', '치즈에 빨대를 이용해서 눈알을 만들어요', '큰눈을 원하면 소스류 뚜껑을으로 눈을 만들어요', '데친 소세지에 치즈를 붙이고 김을 잘라 눈알을 만들면 완성이에요']"
탱글탱글 톡톡 터지는 달콤한 옥수수전,"['계란3개', '맛술1큰술', '닭가슴살1/2개', '슬라이스치즈2장', '상추2장', '깻잎4장', '양파1/4개', '양상추약간', '스리라차소스적당량', '소금약간', '후추약간', '기름1큰술']","['재료를 준비합니다.', '옥수수캔은 체반에 걸러 물기를 뺍니다.', '물과 밀가루를 넣고 너무 뻑뻑하지 않게 농도를 맞춥니다.옥수수를 넣고 물과 밀가루는 가감하시면 됩니다.', '중약불에서 원하는 사이즈로 부쳐냅니다.크게 한장 부쳐도 되고 작게 여러장 부쳐도 되고~', '알알이 톡톡 터지는 식감이 매력적인 달콤한 옥수수전 완성.']"
또띠아 대신 계란으로 계란샌드위치 닭가슴살브리또 완성!,"['감자80g', '계란2개', '식용유1T', '소금2꼬집', '후춧가루', '토마토소스1T', '모짜렐라치즈30g', '케찹2T', '바질1t', '스위트콘10g', '파슬리가루']","['닭가슴살 반 개를 소금약간 후추약간 뿌려서 익혀준다.닭가슴살 대신 참치나 고기 등 원하는 재료로 가능하다.', '계란 3개를 풀어서 맛술 1큰술 소금약간 넣어준다. 알끈을 제거하기 위해 체로 한 번 걸러주면 계란이 훨씬 더 부드러워진다.', '팬에 기름 1큰술을 넣고 키친타월로 닦아준다.', '계란을 익혀준다. 윗면에 있는 계란이 묻어나지 않으면 뒤집어준다.약불꼭 약불에 해야 계란을 말 때 찢어지지 않는다.', '뒤집고 나서 바로 불을 끄고 도마 위에 계란을 놓는다.', '뒤집자마자 불을 끈 쪽 면을 바깥쪽으로 놓아준다. 많이 익은 부분에 재료를 올려준다. 상추 2장과 깻잎 4장을 올려준다.', '슬라이스치즈 2장 닭가슴살 양파 양상추 스리라차소스 올려주면 완성이다. 취향껏 재료를 가감할 수 있다.', '김밥 말듯이 말아주면 된다. 부드러워서 찢어지지 않는다. 다 말고 난 뒤 랩으로 감싸 고정시켜준다.', '반을 잘라주면 계란샌드위치 닭가슴살부리또 탄생한다.']"
밥솥 감자계란 피자,"['바지락500g', '미온수1L', '천일염3숟가락', '파스타면2인분', '마늘10알', '버터40g', '미림3숟가락', '멸치액젓1숟가락', '물500ml', '우유300ml', '다진마늘1/2숟가락', '맛소금약간', '후추약간']","['밥솥에 식용유 1T를 부어 밥솥을 굴려 전체적으로 식용유를 펴주세요', '소금2꼬집 넣고 계란 2개를 풀어주세요', '계란물을 고르게 부어주세요', '감자 80g을 필러로 깍거나 얇게 썬 것을 위에 올려주세요', '토마토소스1T, 케찹2T, 바질가루 1t, 후춧가루를 섞어 소스를 만들어주세요', '소스를 가능한 전체적으로 얹어주세요', '모짜렐라치즈 30g을 위에 얹어주세요. 스위트콘 10g을 위에 올려주세요', '재가열 9분 해주세요. 파슬리 뿌려서 맛있게 떠 드세요']"
